input_sentence,label_sentence
اصبحت حياه <extra_id_0> الاردن بدون احساس وبدون مشاعر وفي الاصل لا يوجد عندنا مشاعر الا من <extra_id_1> </s>,<extra_id_0> الفرد في <extra_id_1> رحم </s>
ان يتعرض انسانا لانقاذ نفسه بالمال من جريمة زنا هي <extra_id_0> من عذاب الله او من يصاب بمرض خطير . ولا تقربوا الزنا . ماالذي دفعهم <extra_id_1> </s>,<extra_id_0> اهون بكثير <extra_id_1> ليدخلوا معها </s>
الوحداتييه اليوم شعارهم لا بديل <extra_id_0> </s>,<extra_id_0> عن </s>
نعيب زماننا والعيب فينا . <extra_id_0> </s>,<extra_id_0> . </s>
يوميا ، ، اعتقالات و هدم وتهويد وتشريد و تجريف وقتل و اقتحامات <extra_id_0> الغربية و القدس ، ، يوميا ، ، في المقابل ، <extra_id_1> </s>,<extra_id_0> في الضفة <extra_id_1> السلطة الفلسطينية </s>
باذن واحد احد الفوز للوحدات ونتمنى مبارة جيدة من الطرفين وخصة من الوحدات على اي قناه المباره مبثوث <extra_id_0> بخير والوحدات فاز <extra_id_1> </s>,<extra_id_0> وكل عام وانتم <extra_id_1> انشاء </s>
الفساد الذي اجتاح <extra_id_0> </s>,<extra_id_0> اربد </s>
'وحول ارتفاع الأسعار قال الرفاعي إن '' الحكومة لا <extra_id_0> لها بارتفاع أي سلعة فقد شمل ارتفاع الاسعار البنزين اوكتان <extra_id_1> 95 وأزلنا الاعفاء عن البن '' . ( يعني كيف ما إلها علاقةبس ترفع <extra_id_2> كيف يعني ما إلها علاقة ولماذا لم يتكلم عن دور الحكومة الرقابي وحمايةالمستهلك والمواطن لازم يكون في <extra_id_3> </s>,<extra_id_0> علاقة <extra_id_1> 90 وأوكتان <extra_id_2> البنزين <extra_id_3> رقابة ومتابعه وتتدخل الدولة عند' </s>
الوزن الزائد مشكله بالنسبه للرضع <extra_id_0> </s>,<extra_id_0> يحتاج </s>
خامسا : نقول له الله يكون في العون <extra_id_0> </s>,<extra_id_0> والله يرحمنا </s>
نتمنى من الاتحاد تطبيق <extra_id_0> الهتافات المسيئة بكل صرامة و عدل حتى تسود الأجواء الرياضية و الاخلاقية في مدرجاتنا و حتى لاتكون الملاعب مرتع للمندسين المخربين المسيئين <extra_id_1> </s>,<extra_id_0> قانون <extra_id_1> لسمعة الرياضة والجمهور الاردني </s>
وفى نفس الوقت نرى بان العدد محشو بالمواضيع الجامده التى تخاطب فئه قليله جدا من الجمهور ولا يقرؤها سوى <extra_id_0> حتى <extra_id_1> </s>,<extra_id_0> القليل <extra_id_1> ولو انها توزع </s>
حفظ الله ابا الحسين <extra_id_0> </s>,<extra_id_0> وادام </s>
اخترتم الرمانيين والبرازيلي جونيور الذين لا يسمن ولا يغني من جوع <extra_id_0> </s>,<extra_id_0> مستواهم ولعبهم </s>
مع الاحترام الشديد <extra_id_0> ان اسرائل وايران وامريكا في خندق واحد في مواجهة <extra_id_1> اولا ثم العرب ثانيا وكل <extra_id_2> نسمعة من تهديدات من اسرائيل او امريكا لايران والعكس ما هو الا تخدير وقلب للحقائق من باب التقية ولذلك لم ولن تضرب ايران لا من اسرائيل ولا <extra_id_3> </s>,<extra_id_0> لراي الكاتب الا انني اعتقد <extra_id_1> الاسلام <extra_id_2> ما <extra_id_3> من </s>
فعلا <extra_id_0> من جريمة حصلت بسبب النقاب وكم من عمليات سطو مسلح حصلت بسببه وكم وكم <extra_id_1> </s>,<extra_id_0> كم <extra_id_1> . . </s>
اللهم فرج همه وإزل كربته وارزقه والطف باهله <extra_id_0> </s>,<extra_id_0> يارب </s>
الا ان الفكرة الرئيسية التي احببت ان اوصلها وكلكم طبعا <extra_id_0> </s>,<extra_id_0> شاهدتموها وبدون </s>
خلصوا على الاحياء قتل وتنكيل واعتقالات وعاهات <extra_id_0> وبنوا اتمستعمرات وحرقوا الاشجار والكروم وجرفوا الاراضي ونحن امة <extra_id_1> بلا نخوه ولا احساس فلم يبقى لهم سوى الاموات يجرفون قبورهموينتهكون حرماتهمونحن صامتون كلاصنام ولاموات ونلهث ونستجدي منهم السلام ولو قامت اية دوله عربيه او اسلاميه بتجريف مقبره يهوديه في اراضيها <extra_id_2> الدنيا عليها ولجتمع مجلس الامن واصدر قرارا باحتلال هذه الدوله لحماية هذه الدوله <extra_id_3> ونعم الوكيل اما من معتصماه في هذا الزمان <extra_id_4> من <extra_id_5> </s>,<extra_id_0> واعاقات وصادروا الاراضي <extra_id_1> من الاموات <extra_id_2> لقامت <extra_id_3> زحسبنا الله <extra_id_4> اما <extra_id_5> نخوة اما من </s>
و نبارك للفريق الصاعد و الواعد منشية بني حسن الذي <extra_id_0> </s>,<extra_id_0> يمثل محافظة </s>
كنا كثيرا ما نسمع إعتراضك على قانون الصوت <extra_id_0> أكثر واحد تعرف أضراره . . الآن نجدك من أكثر الأشخاص دفاعا عنه <extra_id_1> </s>,<extra_id_0> الواحد وأنت <extra_id_1> . . </s>
"ان يقرأ الناس ما يقوله الرئيس , يختصرون المسافات في البحث عن المعلومات , ويساعدهم في الاداء الاعلامي وصدقية التحليلات . ويضع حدا لكل <extra_id_0> . <extra_id_1> </s>",<extra_id_0> تاويل للموقف <extra_id_1> ويجعلنا نضع </s>
وتحياتي <extra_id_0> ولعبدوش الدايش صاحب الاذاعة الجديدة والتي لا تترك شارة ولا واردة في البلد الا وتسلط <extra_id_1> </s>,<extra_id_0> لك وللطريفي <extra_id_1> الضوء </s>
من أين أتى هذا الصاروخ ؟ <extra_id_0> </s>,<extra_id_0> ؟ </s>
''RT USER : وما النصر الا من عند اللهتوافق المجاهدين <extra_id_0> سواء فوحدهم الله وثبت اقدامهم ونصرهم على الطغاة المجرمين ولله <extra_id_1> </s>,<extra_id_0> على كلمة <extra_id_1> الحمد.…'' </s>
الصراحة <extra_id_0> فقد ظننت بالفعل <extra_id_1> صحيح ، ليتضح فيما بعد ان الفتاة محجبة وترتدي ثيابها بالكامل ولكنها وضعت على جسدها الخس لتلفت انتباه الناس لحدث او وجهة نظر من حقها التعبير عنها <extra_id_2> ان التعبير عن الرأي حرية كفلها الدستور وكافة التشريعات <extra_id_3> </s>,<extra_id_0> الموضوع مضلل للغاية <extra_id_1> ان هذا <extra_id_2> ، <extra_id_3> في </s>
وعلى صعيد المنتخب : بطولة غرب اسيا - بطولة امم اسيا - <extra_id_0> </s>,<extra_id_0> تصفيات كاس </s>
1 - غسل ادمغة الناس الذين ما زالوا يعتبرون الرياضة هي شيء ثانوي في <extra_id_0> يوجد الكثير منهم في مواقع المسؤولية في بعض مؤسسات <extra_id_1> </s>,<extra_id_0> الحياة وللأسف <extra_id_1> الدولة والشركات </s>
انافيصلاوي ولكن هل يهدي حسونة الكاس لاكرم سلمان كما <extra_id_0> اول العام عندما كان مدربا للوحدات عندما تفنن باضاعة <extra_id_1> </s>,<extra_id_0> اهداة اياة <extra_id_1> الفرص </s>
'7 : <extra_id_0> فلسطيني عربي يخرج من أسر خيار التفاوض الوحيد إلى البحث عن خيارات وخطوات أخرى للتحرك في <extra_id_1> ، وفي مقدمتها <extra_id_2> إلى مجلس الأمن ودعوته لاتخاذ قرار بموجب الفصل السابع من ميثاق الأمم المتحدة الخاص بفرض العقوبات على من لم ينفذ القرار الجديد وتحميل الفريق الذي يضع العراقيل أمام سير العملية <extra_id_3> </s>,<extra_id_0> دعا إلى '' موقف <extra_id_1> حال الفشل <extra_id_2> الذهاب <extra_id_3> السياسية '' </s>
مصر العربية |عاجل| إبطال مفعول عبوة ناسفة ب <extra_id_0> </s>,<extra_id_0> شمال سيناء </s>
'' USER مع ميسي لم تحقق كأس العالم ولم تحقق كوبا الذهبيه حتى <extra_id_0> </s>,<extra_id_0> الفضييه بعد'' </s>
أكيد حضور الرئيس سيمنع اطلاق العيارات النارية اثناء فرش المناسف لذلك ارتأى كلينتون ونسايبو ان <extra_id_0> أوباما مع أن ذلك سيحرمهم من شوال رز و 10 <extra_id_1> </s>,<extra_id_0> يتناسو عزومة <extra_id_1> دولارات نقوط </s>
اللهم قنا حر جهنم <extra_id_0> </s>,<extra_id_0> يا </s>
كل عام والغد بجميع الزملاء الصحفيين والمحررين والاداريين وكافة العاملين فيها بألف <extra_id_0> </s>,<extra_id_0> خير . </s>
اولا : اي امراة بالعالم <extra_id_0> تم الاعتذار لها اكتر من مرة سوف تحسبها ضعف في الرجل وليس <extra_id_1> </s>,<extra_id_0> اذا <extra_id_1> احترام وانا </s>
الليلة عبد الرحيم على يذيع تسريبات جديدة ل البرادعى على القاهرة والناس <extra_id_0> مساء البرادعى خاين باسم <extra_id_1> </s>,<extra_id_0> العاشرة <extra_id_1> حرامى نشطا… </s>
الليله ستنفجر قنبله قويه في <extra_id_0> </s>,<extra_id_0> ملعب </s>
والله منذ سنتين تقريبا وامور امانة عمان تتعثر الى الوراء فكثير من المشاريع الناجحه وغيرهامن ممتلكات الامانه اما <extra_id_0> او ايقاف الاستثمار فيهااو تحويلها لمشاريع غير مجديه الامر الذي كبد الامانه <extra_id_1> خسائر بملايين الدنانير . يجب اعادة النظر <extra_id_2> القرارات فيها وذلك <extra_id_3> </s>,<extra_id_0> تم بيعها <extra_id_1> والخزينه <extra_id_2> بوضع الامانه ومتخذي <extra_id_3> للمصلحه </s>
بداية نتمنى أن يجتاز المنتخب الصعاب التي ستكون في طريقه نحو أقوى البطولات الا وهي بطولة امم اسيا في الدوحة ، مع تأكيدنا على ضرورة بذل الجهود لضم أفضل لاعب في <extra_id_0> علي بدون أي تعصب <extra_id_1> حيث ان من يريد انتصار المنتخب <extra_id_2> أداة تكون مؤثرة للفوز في المباريات وبدون أي <extra_id_3> </s>,<extra_id_0> الأردن النجم رأفت <extra_id_1> أو عنصرية <extra_id_2> يعززه بأي <extra_id_3> مجاملة لأحد </s>
* اما الاشخاص الغير مرغوب فيهم ويمنعون من الدخول . <extra_id_0> دخلو يتم التضييق عليهم <extra_id_1> </s>,<extra_id_0> . واذا <extra_id_1> وربما </s>
والى الوحداتيين في <extra_id_0> </s>,<extra_id_0> المريخ </s>
نعم بين قيادات جبهة الإنقاذ من لايصلح لإدارة جريدة <extra_id_0> عن إخوانك أليس فيهم من لايصلح إلا لإدارة بقالة أين نقدك <extra_id_1> </s>,<extra_id_0> ولكن ماذا <extra_id_1> لهم </s>
